248.96;0.021;0.003;0.002;0.002;0.002;0.002;3.989;8.434;12.424;16.071;20.402;24.164;3.989;8.548;12.766;16.413;20.402;24.164;0.021;0.002;0.003;0.004;0.004;0.004;1;0;0
251.05;0.003;0.003;0.002;0.003;0.003;0.003;3.989;8.206;12.538;16.299;20.288;24.391;4.103;8.206;12.538;16.641;20.402;24.505;0.004;0.002;0.003;0.006;0.003;0.002;0;0;1
250;0.022;0.004;0.003;0.004;0.004;0.005;3.989;8.434;12.538;16.071;20.06;24.05;3.989;8.662;12.538;16.071;20.174;24.505;0.022;0.003;0.002;0.011;0.003;0.003;1;1;1
250;0.004;0.003;0.002;0.004;0.004;0.005;4.103;8.434;12.082;15.957;20.174;24.05;4.103;8.662;12.31;16.185;20.288;24.277;0.005;0.003;0.003;0.011;0.005;0.008;0;0;1
251.05;0.021;0.004;0.004;0.003;0.004;0.004;3.989;8.434;12.424;16.413;20.744;24.505;3.989;8.548;12.652;16.755;20.744;24.733;0.021;0.003;0.005;0.003;0.006;0.004;1;1;1
250;0.005;0.005;0.005;0.006;0.006;0.005;4.559;8.548;12.424;16.527;20.516;24.277;4.559;8.662;12.538;16.641;20.63;24.391;0.006;0.002;0.004;0.004;0.004;0.006;0;1;1
251;0;0;0;0;0;0;3.89;7.779;11.554;15.444;19.448;23.68;3.89;7.893;11.669;15.787;19.676;24.023;0.003;0.002;0.002;0.003;0.002;0.002;0;0;0
251.05;0.004;0.002;0.003;0.003;0.002;0.003;4.103;8.434;12.538;16.527;20.288;24.277;4.217;8.434;12.538;16.755;20.402;24.505;0.005;0.002;0.005;0.004;0.008;0.003;0;0;1
250;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.445;12.097;16.661;20.427;24.307;3.994;8.559;12.553;16.661;20.427;24.421;0.018;0.001;0.001;0.001;0.001;0.001;1;1;0
250;0.009;0.008;0.007;0.012;0.01;0.01;4.445;8.206;12.424;16.299;20.402;24.164;4.217;8.206;12.538;16.527;20.63;24.619;0.009;0.01;0.006;0.011;0.008;0.009;0;1;1
250;0.024;0.003;0.004;0.003;0.005;0.004;3.989;8.32;12.652;16.299;20.402;24.505;3.989;8.662;12.652;16.527;20.402;24.505;0.024;0.003;0.003;0.005;0.008;0.004;1;1;1
