250;0.01;0.001;0.001;0.002;0.001;0.002;3.989;8.434;12.31;16.755;20.402;24.277;3.989;8.434;12.538;16.755;20.63;24.391;0.019;0.002;0.002;0.001;0.001;0.002;1;0;1;
251.05;0.009;0.002;0.001;0.003;0.001;0.002;3.989;8.434;12.196;16.755;20.516;24.505;3.989;8.434;12.31;16.755;20.516;24.505;0.019;0.001;0.002;0.001;0.002;0.001;1;1;1;
250;0.009;0.001;0.001;0.002;0.001;0.002;3.994;8.331;12.667;16.547;20.313;24.079;3.994;8.559;12.781;16.547;20.313;24.079;0.016;0.001;0.001;0.001;0.001;0.002;1;0;0;
250;0.009;0.002;0.001;0.003;0.002;0.002;3.989;8.32;12.31;16.641;20.288;24.733;3.989;8.32;12.424;16.755;20.402;24.733;0.018;0.002;0.001;0.001;0.001;0.002;1;0;1;
250;0.001;0.001;0.001;0.002;0.001;0.001;4.113;8.341;12.111;16.796;20.338;24.451;3.999;8.569;12.34;16.796;20.452;24.565;0.003;0.001;0.001;0.001;0.001;0.001;0;1;0;
201;0;0;0;0;0;0;2.746;6.406;9.495;11.554;14.986;17.732;3.089;6.406;9.495;11.554;15.1;18.075;0.001;0.001;0.001;0.001;0.001;0.001;0;0;0;
200;0;0;0;0;0;0;2.86;6.063;9.266;11.669;14.986;17.846;2.974;6.292;9.495;11.783;14.986;18.075;0.001;0.001;0.001;0.001;0.001;0.001;0;0;0;
250;0.002;0.002;0.002;0.003;0.002;0.002;4.336;8.331;12.439;16.661;20.199;24.307;4.222;8.331;12.667;16.775;20.313;24.307;0.003;0.002;0.002;0.002;0.002;0.002;0;1;1;
251.05;0.002;0.002;0.002;0.003;0.002;0.002;4.108;8.559;12.325;16.091;20.199;24.193;4.108;8.559;12.325;16.319;20.199;24.307;0.004;0.002;0.002;0.003;0.003;0.002;0;1;1;
252.1;0.009;0.001;0.001;0.002;0.002;0.002;3.989;8.434;11.968;16.527;20.174;24.277;3.989;8.548;12.424;16.527;20.402;24.391;0.018;0.002;0.001;0.001;0.002;0.002;1;1;1;
247.93;0.009;0.002;0.002;0.003;0.002;0.002;3.994;8.445;12.097;16.661;20.427;24.421;3.994;8.559;12.325;16.661;20.541;24.535;0.018;0.002;0.002;0.002;0.003;0.003;1;1;0;
251.05;0.001;0.001;0.001;0.003;0.002;0.001;3.999;8.341;12.226;16.796;20.452;24.223;3.999;8.341;12.454;16.796;20.566;24.223;0.003;0.001;0.001;0.001;0.002;0.002;0;1;0;
251;0;0;0;0;0;0;4.228;8.569;12.111;16.796;20.338;24.565;3.999;8.684;12.226;16.796;20.452;24.565;0.002;0;0.001;0.001;0.002;0.001;0;0;0;
252.1;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.445;12.553;16.775;20.655;24.535;3.994;8.559;12.553;16.775;20.77;24.65;0.017;0.001;0.001;0.001;0.001;0.001;1;0;0;
250;0.002;0;0.001;0.002;0.002;0.001;3.999;8.227;12.226;16.796;20.795;24.565;3.999;8.684;12.34;16.796;20.795;24.565;0.003;0.001;0.001;0.001;0.002;0.001;0;1;0;
250;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.559;12.439;16.775;20.313;24.307;3.994;8.673;12.553;16.775;20.541;24.421;0.018;0.001;0.001;0.001;0.001;0.001;1;0;0;
250;0.009;0.001;0.002;0.002;0.001;0.001;3.994;8.331;12.325;16.547;20.427;24.535;3.994;8.445;12.439;16.661;20.655;24.535;0.019;0.001;0.001;0.001;0.001;0.001;1;1;0;
250;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.331;12.325;16.775;20.541;24.535;3.994;8.559;12.667;16.775;20.655;24.764;0.018;0.001;0.001;0.001;0.001;0.002;1;1;0;
251.05;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.217;12.097;16.661;20.427;24.535;3.994;8.217;12.211;16.775;20.655;24.535;0.018;0.001;0.001;0.001;0.001;0.001;1;1;0;
250;0;0;0;0;0;0;3.999;8.569;12.226;16.682;20.224;24.565;3.999;8.569;12.454;16.682;20.224;24.565;0.003;0;0.001;0.001;0.001;0.002;0;0;0;
251.05;0.009;0.002;0.001;0.002;0.001;0.001;3.994;8.217;12.553;16.547;20.313;24.307;3.994;8.559;12.781;16.661;20.427;24.65;0.016;0.002;0;0.001;0.001;0.001;1;0;0;
250;0.009;0.001;0.001;0.002;0.002;0.001;3.989;8.548;12.424;16.413;20.288;24.05;3.989;8.662;12.652;16.527;20.288;24.391;0.019;0.001;0.001;0.001;0.003;0.002;1;0;1;
252.1;0.002;0.002;0.003;0.003;0.003;0.002;4.451;8.217;12.439;16.661;20.427;24.535;3.994;8.559;12.667;16.775;20.427;24.65;0.003;0.002;0.003;0.002;0.005;0.003;0;1;1;
200;0;0;0;0;0;0;2.86;5.949;9.266;11.783;14.757;17.96;2.974;6.177;9.266;11.897;14.872;18.189;0.001;0.001;0.001;0.001;0.001;0.001;0;0;0;
252.1;0.009;0.001;0.001;0.003;0.001;0.002;3.989;7.979;12.196;16.527;20.06;24.164;3.989;8.206;12.538;16.641;20.174;24.277;0.019;0.002;0.001;0.001;0.002;0.003;1;0;1;
252.1;0.002;0.002;0.002;0.003;0.002;0.002;3.994;8.217;12.097;16.661;20.77;24.193;3.994;8.445;12.553;16.661;20.77;24.421;0.003;0.002;0.002;0.002;0.002;0.003;0;1;1;
250;0;0;0;0;0;0;4.228;8.569;12.683;16.682;20.566;24.451;3.999;8.684;12.797;16.682;20.681;24.565;0.003;0.001;0.001;0.001;0.001;0.001;0;0;0;
251.05;0.01;0.001;0.001;0.002;0.002;0.002;3.989;8.548;12.31;16.527;20.402;24.505;3.989;8.776;12.538;16.755;20.516;24.619;0.019;0.001;0.001;0.002;0.003;0.002;1;0;1;
252.1;0.009;0;0.001;0.002;0.001;0.001;3.994;8.331;12.211;16.775;20.085;24.079;3.994;8.331;12.211;16.775;20.313;24.535;0.017;0.001;0.001;0.001;0.001;0.001;1;0;0;
251.05;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.217;12.211;16.775;20.085;24.307;3.994;8.331;12.211;16.775;20.313;24.65;0.017;0.001;0.001;0.001;0.001;0.001;1;0;0;
251.05;0.009;0.001;0.001;0.002;0.002;0.001;3.994;8.559;12.439;16.661;20.541;24.535;3.994;8.673;12.553;16.661;20.655;24.535;0.018;0.002;0.001;0.002;0.002;0.001;1;1;0;
251.05;0.01;0.001;0.001;0.002;0.001;0.001;3.994;8.102;12.211;16.775;20.541;24.535;3.994;8.217;12.439;16.775;20.77;24.65;0.018;0.001;0.001;0.001;0.001;0.001;1;1;0;
252.1;0.009;0.002;0.002;0.003;0.002;0.003;3.989;8.548;12.31;16.641;20.174;24.619;3.989;8.662;12.652;16.755;20.516;24.619;0.018;0.002;0.002;0.002;0.002;0.004;1;0;1;
252.1;0.002;0.001;0.002;0.002;0.002;0.001;4.222;8.217;12.439;16.547;20.427;24.421;3.994;8.445;12.553;16.661;20.655;24.65;0.004;0.001;0.001;0.002;0.002;0.002;0;0;1;
250;0.009;0.001;0.001;0.002;0.001;0.001;3.994;8.102;12.325;16.775;20.427;24.421;3.994;8.445;12.553;16.775;20.655;24.65;0.019;0.001;0.001;0.001;0.001;0.001;1;1;0;
251.05;0.009;0.002;0.002;0.002;0.003;0.002;3.989;8.548;12.082;16.413;20.06;24.505;3.989;8.548;12.31;16.413;20.516;24.619;0.018;0.001;0.002;0.002;0.002;0.002;1;0;1;
251.05;0.002;0.001;0.002;0.003;0.001;0.002;3.994;8.559;12.553;16.775;20.313;24.764;3.994;8.559;12.781;16.775;20.427;24.764;0.004;0.002;0.002;0.001;0.002;0.002;0;0;1;
251.05;0.009;0.002;0.002;0.002;0.002;0.002;3.989;8.092;12.196;16.527;20.516;24.391;3.989;8.434;12.538;16.641;20.744;24.619;0.018;0.001;0.001;0.001;0.001;0.001;1;0;1;
250;0.009;0.001;0.002;0.003;0.002;0.002;3.989;8.32;12.31;16.641;20.63;24.619;3.989;8.434;12.424;16.755;20.63;24.619;0.019;0.001;0.002;0.002;0.002;0.002;1;0;1;
250;0.002;0.001;0.001;0.002;0.001;0.001;3.999;8.455;12.34;16.796;20.338;24.337;3.999;8.569;12.568;16.796;20.338;24.565;0.003;0.001;0.001;0.001;0.001;0.002;0;1;0;
250;0.009;0.001;0.003;0.002;0.002;0.001;3.989;8.206;12.31;16.755;20.516;24.619;3.989;8.206;12.31;16.755;20.63;24.619;0.018;0.002;0.002;0.001;0.002;0.001;1;0;1;
251.05;0.002;0.001;0.001;0.003;0.001;0.001;3.999;8.341;12.111;16.796;20.681;24.68;3.999;8.684;12.226;16.796;20.681;24.68;0.003;0.001;0.001;0.001;0.001;0.001;0;1;0;
251.05;0.002;0.001;0.001;0.002;0.001;0.001;3.999;8.112;11.997;16.567;20.452;24.223;3.999;8.227;12.454;16.567;20.566;24.451;0.003;0.001;0.001;0.002;0.001;0.001;0;1;0;
248.96;0.009;0.001;0.002;0.003;0.002;0.002;3.989;8.548;12.082;16.641;20.516;24.733;3.989;8.776;12.31;16.641;20.744;24.733;0.019;0.002;0.002;0.001;0.001;0.002;1;0;1;
250;0.009;0.001;0.002;0.003;0.002;0.002;3.989;8.32;12.196;16.755;20.63;24.05;3.989;8.662;12.31;16.755;20.63;24.277;0.019;0.001;0.001;0.001;0.002;0.002;1;1;1;
250;0.002;0.001;0.002;0.003;0.002;0.002;4.222;8.331;12.439;16.661;20.427;24.421;4.108;8.331;12.553;16.775;20.541;24.65;0.004;0.002;0.002;0.002;0.002;0.003;0;1;1;
248.96;0.002;0.001;0.002;0.002;0.002;0.003;4.113;8.569;12.226;16.682;20.566;24.108;3.999;8.684;12.568;16.796;20.566;24.108;0.003;0.001;0.002;0.001;0.002;0.004;0;0;1;
250;0.002;0.001;0.001;0.002;0.001;0.001;3.999;8.455;12.111;16.796;20.338;24.451;3.999;8.569;12.683;16.796;20.452;24.565;0.003;0.001;0.001;0.001;0.001;0.002;0;1;0;
